tag,num_train,AP,dataset
#bleachanime,35.0,0.0004728,danilo
#big,23.0,0.0002974,danilo
#whoa,12.0,0.0001938,danilo
#quick,9.0,0.0002749,danilo
#frenchvine2016,32.0,0.0003464,danilo
#mother,28.0,0.0001881,danilo
#basssquad,21.0,0.0003456,danilo
#stream,31.0,0.0004405,danilo
#voltron,30.0,0.0036486,danilo
#pup,23.0,0.0004197,danilo
#digital,26.0,0.0002768,danilo
#stayweird,25.0,0.0002081,danilo
#bioparcvalencia,39.0,0.0008029,danilo
#steelersfootball,31.0,0.0008986,danilo
#easter,34.0,0.0002417,danilo
#shihtzu,31.0,0.0008266,danilo
#canadian,31.0,0.0002339,danilo
#kriegersquad,32.0,0.0011898,danilo
#chacabuco,31.0,0.0008726,danilo
#nyfw,40.0,0.0002266,danilo
#jordan,26.0,0.0003589,danilo
#rollercoaster,32.0,0.0004633,danilo
#hallelujah,34.0,0.0002529,danilo
#bestoftheday,22.0,0.0000791,danilo
#citylife,31.0,0.0001846,danilo
#ontherise,22.0,0.0003416,danilo
#slipknot,27.0,0.0002794,danilo
#pinoyvines,42.0,0.0004326,danilo
#emoji,38.0,0.0007081,danilo
#usopen,31.0,0.0004051,danilo
#doodles,34.0,0.0002485,danilo
#snapchatfilter,30.0,0.0006283,danilo
#wtfamidoing,32.0,0.0004976,danilo
#ptv,16.0,0.0001574,danilo
#marveledit,27.0,0.0005095,danilo
#hmu,2.0,0.0001894,danilo
#pittsburgh,29.0,0.0003050,danilo
#100followers,34.0,0.0004328,danilo
#hookah,40.0,0.0001733,danilo
#noodles,40.0,0.0003875,danilo
#attblockparty,30.0,0.0012644,danilo
#explisivesquad,30.0,0.0016452,danilo
#supersmashbroswiiu,37.0,0.0025158,danilo
#wizkhalifa,31.0,0.0002511,danilo
#fridayfeeling,30.0,0.0003454,danilo
#killlakill,38.0,0.0005133,danilo
#daryldixon,28.0,0.0002341,danilo
#spin,27.0,0.0001809,danilo
#ableton,28.0,0.0006863,danilo
#redskins,36.0,0.0016577,danilo
#trickshotedits,3.0,0.0004703,danilo
#yunogasai,36.0,0.0022130,danilo
#gore,26.0,0.0002937,danilo
#spoiled,36.0,0.0001392,danilo
#edinburgh,34.0,0.0003640,danilo
#letsplay,29.0,0.0005581,danilo
#shottime,30.0,0.0005654,danilo
#recognize,31.0,0.0011720,danilo
#elvispresley,28.0,0.0007546,danilo
#contemporaryart,29.0,0.0003913,danilo
#seun2contest,29.0,0.0005715,danilo
#justcause3,46.0,0.0005388,danilo
#record,30.0,0.0021508,danilo
#ibiza,27.0,0.0006194,danilo
#sidemen,26.0,0.0002962,danilo
#heatnation,32.0,0.0004399,danilo
#osaka,29.0,0.0003633,danilo
#yixing,25.0,0.0002745,danilo
#beardeddragon,30.0,0.0003234,danilo
#tombrady,42.0,0.0001948,danilo
#manicure,17.0,0.0006707,danilo
#smule,35.0,0.0005513,danilo
#rapgod,24.0,0.0003233,danilo
#igot7,14.0,0.0004241,danilo
#swing,25.0,0.0003845,danilo
#likeforfollow,31.0,0.0003376,danilo
#aye,19.0,0.0003210,danilo
#bostonbruins,48.0,0.0079310,danilo
#romance,26.0,0.0002250,danilo
#10daysofsu,30.0,0.0026426,danilo
#chihuahuas,18.0,0.0003666,danilo
#margotrobbie,25.0,0.0003770,danilo
#mickeymouse,33.0,0.0002323,danilo
#groove,29.0,0.0002124,danilo
#aliceinwonderland,31.0,0.0002487,danilo
#afro,10.0,0.0002381,danilo
#rumbleviral,23.0,0.0013178,danilo
#poopfrogg,34.0,0.0003703,danilo
#austin,27.0,0.0002886,danilo
#lovesong,25.0,0.0002198,danilo
#superjunior,29.0,0.0004721,danilo
#tut,25.0,0.0002521,danilo
#screamqueens,26.0,0.0030162,danilo
#vikings,33.0,0.0003102,danilo
#ew,24.0,0.0003374,danilo
#fridaynightlightz,29.0,0.0003683,danilo
#edlp,28.0,0.0033269,danilo
#foot,20.0,0.0002422,danilo
#clay,28.0,0.0003685,danilo
#jyp,14.0,0.0002354,danilo
#makeuptutorial,26.0,0.0003763,danilo
#pacman,30.0,0.0003025,danilo
#ukelele,24.0,0.0006529,danilo
#maggielindemann,29.0,0.0011711,danilo
#explosivesquad,22.0,0.0003398,danilo
#heavy,11.0,0.0001598,danilo
#kpopedits,15.0,0.0002042,danilo
#voltronlegendarydefender,28.0,0.0006983,danilo
#alphasquad,28.0,0.0004823,danilo
#fifa16goals,26.0,0.0256896,danilo
#michaelmyers,35.0,0.0004399,danilo
#tlop,43.0,0.0007958,danilo
#freestyledance,34.0,0.0003229,danilo
#squidward,33.0,0.0005336,danilo
#switzerland,36.0,0.0003050,danilo
#13,29.0,0.0004083,danilo
#story,28.0,0.0004450,danilo
#paranormal,25.0,0.0006090,danilo
#fancyrat,15.0,0.0003339,danilo
#creep,25.0,0.0003892,danilo
#timelapseaddiction,28.0,0.0005631,danilo
#tomholland,28.0,0.0099749,danilo
#buckminsterfuller,18.0,0.0009014,danilo
#nascar,31.0,0.0004376,danilo
#itachiuchiha,28.0,0.0011289,danilo
#arianaedit,15.0,0.0005053,danilo
#gtryouts8,27.0,0.0003460,danilo
#deadshot,27.0,0.0000435,danilo
#yaoiweek,28.0,0.0003023,danilo
#slfljakarta,32.0,0.0006153,danilo
#feclit,27.0,0.0005738,danilo
